LOC,STA,STA2,STATION,NAME,LHOLD,HOLDCERT,O,NEARTOWN,COUNTY,STATE,REGION,BLOCK,LATITUDE,LONGITUDE,PRECISION,SOURCE,DATUM,DECLAT,DECLNG,NAD83,ELEV,STRATUM,BCR,HABITAT,REG,PASSED,MAP,D89,D90,D91,D92,D93,D94,D95,D96,D97,D98,Y99,D99,Y00,D00,Y01,D01,Y02,D02,Y03,D03,Y04,D04,Y05,D05,Y06,D06,Y07,D07,Y08,D08,Y09,D09,Y10,D10,Y11,D11,Y12,D12,Y13,HISTORY,YRSOP
SNLA,12332,12332U,SNLA,Coyote Spring,DE,+,I,Albuquerque,Bernalillo,NM,2,350-1062,35 00 45,-106 27 55,01S,-,-,35.0125,-106.46528,-,2000,84,16,open pinyon-juniper woodland,X,Y03,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,X,03-,10
LECE,12333,12333U,LECE,Lewis Center,S,+,I,Apple Valley,San Bernardino,CA,2,343-1171,34 31 54,-117 17 00,01S,-,-,34.53167,-117.28333,-,885,83,33,cottonwood-willow riparian corridor,X,,X,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,03-04,2
RERA,12334,12334U,EMPI,Empire Canyon,IB,+,I,Sonoita,Pima County,AZ,2,314-1103,31 47 16,-110 38 13,01S,GPS,NAD83,31.78778,-110.63694,x,1384,81,34,young cotton-willow riparian w/ mesquite,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,02-,0
STRT,12335,12335U,FLAC,Florida Canyon,AF,+,I,Madera Canyon,Pima,AZ,2,314-1105,31 45 54,-110 50 47,01S,-,-,31.765,-110.84639,-,4250,81,34,cottonwd-mequite ripar./mesquite grassl.,X,Y00,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,00-09,10
BGSR,12336,12336S,SCBR,Schulte Bridge,P,+,I,Carmel,Monterey,CA,2,363-1214,36 31 30,-121 49 50,01S,GPS,NAD83,36.525,-121.83056,x,30,92,32,restored cottonwood-willow coastal rip.,X,,X,,,,,,,,,,,,,,,,,,,X,X,X,X,,,X,X,X,X,X,X,?,,?,,?,,?,,?,"03-04,06-",9
BGSR,12337,12337U,CMID,Carmel Middle School,C,+,I,Carmel,Monterey,CA,2,363-1215,36 32 38,-121 53 59,01S,GPS,NAD83,36.54389,-121.89972,x,18,92,32,coastal scrub/restored willow riparian,X,,X,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,03,1
BGSR,12338,12338U,RASC,Rancho San Carlos,P,+,I,Carmel,Monterey,CA,2,363-1215,36 32 12,-121 52 16,01S,GPS,NAD83,36.53667,-121.87111,x,16,92,32,cottonwd-will. coastal rip. near uburban,X,,X,,,,,,,,,,,,,,,,,,,X,X,X,X,,,X,X,X,X,X,X,?,,?,,?,,?,,?,"03-04,06-",9
BGSR,12339,12336S,REDR,Red Rocks,P,+,I,Carmel,Monterey,CA,2,363-1214,36 31 22,-121 49 03,01S,GPS,NAD83,36.52278,-121.8175,x,30,92,32,restored cottonwood-willow coastal rip.,X,,X,,,,,,,,,,,,,,,,,,,X,X,X,X,,,X,X,X,X,X,X,?,,?,,?,,?,,?,"03-04,06-",9
UTAH,12340,12340U,INCR,Indian Creek,IB,+,I,Monticello,San Juan,UT,2,375-1093,37 58 19,-109 31 08,01S,GPS,NAD27,37.97194,-109.51944,x,1932,87,16,cottonwd-will riparian with oak&juniper,X,Y03,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,02-05,4
LLNL,12341,12341U,S300,Elk Ravine,DE,+,I,Tracy,San Joaquin,CA,2,373-1213,37 39 16,-121 31 13,01S,Web - topozone,NAD83,37.65444,-121.52028,x,280,91,32,willow/elderberry riparian,,Y02,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,?,,?,,?,,?,"02-08,10-",10
LCRI,12342,12342U,CIBO,Cibola NWR - Nat. Trail R,IW,+,I,Cibola,La Paz,AZ,2,332-1144,33 21 57,-114 40 43,01S,-,NAD83,33.36583,-114.67861,x,70,82,33,"restoration cottonwood, willow, mesquite",X,Y02,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,03-,10
COCO,12343,12226S,00E3,Plot E3,AF,+,I,Happy Jack,Coconino,AZ,2,342-1111,34 25 56,-111 10 41,01S,GPS,NAD83,34.43222,-111.17806,x,2212,84,34,conifer dominated snow melt drainage,X,Y03,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,04,1
COCO,12344,12226S,00E4,Plot E4,AF,+,I,Happy Jack,Coconino,AZ,2,342-1111,34 25 33,-111 10 35,01S,GPS,NAD83,34.42583,-111.17639,x,2212,84,34,conifer dominated snow melt drainage,X,Y03,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,04,1
VAFB,12346,12346U,BARK,Barka Slough,DO,+,I,Lompoc,Santa Barbara,CA,2,344-1202,34 45 51,-120 27 31,01S,-,NAD83,34.76417,-120.45861,x,84,92,32,willow riparian,X,,X,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,04-05,2
PALO,12347,12347S,PALO,Palomarin,IP,+,I,Bolinas,Marin,CA,2,375-1224,37 55 50,-122 44 24,01S,GPS,NAD83,37.93056,-122.74,x,60,93,32,mixed evergreen forest & coastal scrub,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,89-,24
PALO,12348,12347S,PGUP,Palomarin Grid (Uppers),IP,+,I,Bolinas,Marin,CA,2,375-1224,37 55 54,-122 44 32,01S,GPS,NAD83,37.93167,-122.74222,x,122,93,32,coastal scrub/douglas fir,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,92-,21
PALO,12349,12349U,PIGU,Pine Gulch Creek,C,+,I,Bolinas,Marin,CA,2,375-1224,37 55 09,-122 41 25,01S,GPS,NAD83,37.91917,-122.69028,x,1,93,32,mixed forest/deciduous woodland,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,94-,19
PALO,12350,12350S,MUHO,Muddy Hollow,IP,+,I,Point Reyes Station,Marin,CA,2,380-1225,38 02 54,-122 52 12,01S,GPS,NAD83,38.04833,-122.87,x,10,93,32,mixed forest/deciduous woodland,X,,X,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,96-,17
PALO,12351,12350S,COTR,Coast Trail,IP,+,I,Point Reyes Station,Marin,CA,2,380-1225,38 02 36,-122 51 31,01S,GPS,NAD83,38.04333,-122.85861,x,10,93,32,mixed forest/deciduous woodland,X,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96-97,2
PALO,12352,12352U,LACR,Lagunitas Creek,IP,+,I,Olema,Marin,CA,2,380-1224,38 03 37,-122 46 16,01S,GPS,NAD83,38.06028,-122.77111,x,37,93,32,red alder-willow riparian,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,02-,11
PALO,12353,12353U,REDC,Redwood Creek,IP,+,I,Muir Beach,Marin,CA,2,375-1223,37 52 01,-122 34 46,01S,GPS,NAD83,37.86694,-122.57944,x,11,93,32,red alder-willow riparian -active resto.,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,02-,11
LIVE,12354,12354U,LIVE,Livermore Marsh,P,+,I,Marshall,Marin,CA,2,381-1225,38 10 13,-122 53 58,01S,-,-,38.17028,-122.89944,-,6,93,32,coastal willow riparian,X,Y03,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,03-05,3
CARO,12355,12355U,NANG,Nacimiento River NG,DG,+,I,Bradley,Monterey,CA,2,354-1204,35 48 40,-120 45 32,01S,GPS,NAD83,35.81111,-120.75889,x,164,92,32,cottonwood- willow ripiarian corridor,X,,X,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,X,,X,,X,,X,04-,9
CARO,12356,12356U,SANG,Salinas River NG,DG,+,I,Bradley,Monterey,CA,2,355-1204,35 51 35,-120 46 46,01S,GPS,NAD83,35.85972,-120.77944,x,150,92,32,cottonwood- willow riparian corridor,X,,X,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,X,,X,,X,,X,04-,9
BRSJ,12357,12357U,LOLI,Lost Lake Island,S,+,I,Fresno,Fresno,CA,2,365-1194,36 59 14,-119 43 09,01S,-,-,36.98722,-119.71917,-,91,92,32,mixed-willow-cottonwood riparian,X,,X,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,04-05,2
BRSJ,12358,12358U,WUNI,Willow Unit,S,+,I,Fresno,Fresno,CA,2,365-1194,36 56 01,-119 45 09,01S,-,-,36.93361,-119.7525,-,128,92,32,valley oak-black willow riparian,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,04-05,2
MOKE,12359,12359U,NAKA,Nakagawa,P,+,I,Lodi,San Joaquin,CA,2,380-1211,38 09 19,-121 13 01,01S,-,NAD83,38.15528,-121.21694,x,15,91,32,cottonwood-willow rip/borders agri.,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,04-05,2
MOKE,12360,12360U,WRPA,Woodbridge Regional Park,C,+,I,Woodbridge,San Joaquin,CA,2,380-1211,38 09 37,-121 18 51,01S,-,-,38.16028,-121.31417,-,9,91,32,cottonwd-willow-boxelder rip in suburbia,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,04-05,2
ARIV,12361,12361U,VTRA,Valenzuela Tract,IW,+,I,Arivaca,Pima,AZ,2,313-1112,31 34 31,-111 20 12,01S,-,NAD83,31.57528,-111.33667,x,1103,81,34,cottonwd-willow-mesquite-hackberry ripar,X,,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,05-06,2
LECA,12362,12362U,LECA,Leslie Canyon NWR,IW,+,I,McNeal,Cochise,AZ,2,313-1093,31 35 26,-109 30 32,01S,GPS,NAD83,31.59056,-109.50889,x,1839,81,34,desert scrub/mesquite/grassland/cotton r,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,02-,11
CHIR,12363,12363U,FOBO,Ft Bowie Nat. Hist. Site,IP,+,I,Dos Cabezas,Cochise,AZ,2,321-1092,32 10 00,-109 26 00,01S,-,-,32.16667,-109.43333,-,1354,81,34,desert scrub/mesquite/grassland,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,02-03,2
SFKV,12364,12217S,KRPR,Kern River Preserve,P,+,I,Weldon,Kern,CA,2,354-1181,35 40 26,-118 17 58,01S,-,NAD83,35.67389,-118.29944,x,805,92,32,cottonwood/willow rip. corr./restoration,X,N02,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,X,,X,,X,05-,8
YOLO,12365,12365U,BRBR,Barbour,P,+,I,Winters,Yolo,CA,2,383-1215,38 30 55,-121 58 28,01S,-,-,38.51528,-121.97444,-,45,91,32,"Cottonwd, willow, walnut riparian corrid",X,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,05-06,2
YOLO,12366,12366U,FRWE,Fremont Weir,S,+,I,Knights Landing,Yolo,CA,2,384-1213,38 45 56,-121 39 37,01S,-,-,38.76556,-121.66028,-,10,91,32,"Cottonwood, oak, sycamore riparian woodl",X,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,05-06,2
YOLO,12367,12367U,LRFS,Los Rios Farms,P,+,I,Davis,Yolo,CA,2,383-1213,38 31 17,-121 38 47,01S,-,-,38.52139,-121.64639,-,16,91,32,"Cottonwood, willow riparian corridor",X,,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,05-06,2
YOLO,12368,12368U,RURA,Russell Ranch,S,+,I,Davis,Yolo,CA,2,383-1215,38 32 16,-121 51 57,01S,-,-,38.53778,-121.86583,-,18,91,32,"Cottonwd, elderbrry, willow rip. corrid.",X,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,05-06,2
YOLO,12369,12369U,SUBY,Sutter Bypass,P,+,I,Knights Landing,Sutter,CA,2,384-1213,38 47 18,-121 37 37,01S,-,-,38.78833,-121.62694,-,10,91,32,"Cottonwood, oak riparian woodland",X,,x,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,05,1
LCRI,12370,12370U,HAVA,Havasu NWR - South Dike,IW,+,I,Topock,Mohave,AZ,2,344-1142,34 43 59,-114 29 18,01S,-,NAD83,34.73306,-114.48833,x,146,83,33,cottonwood/salt cedar riparian corridor,X,Y02,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,05-08,4
POWL,12371,12371U,POWL,MBSP - Powell II,S,+,I,Los Osos,San Luis Obispo,CA,2,351-1204,35 19 29,-120 48 54,01S,GIS DeLorme 3D,NAD83,35.32472,-120.815,x,21,92,32,coastal scrub/sycamore-willow rip. corr.,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,06-,7
INWR,12372,12372U,INWR,Imperial NWR,IW,+,I,Martinez Lake,Yuma,AZ,2,325-1142,32 59 51,-114 29 47,01S,GPS,NAD83,32.9975,-114.49639,x,52,82,33,managed and native riparian woodlands,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,06,1
CANM,12373,12373S,CANM,Cabrillo National Mon.,IP,+,I,San Diego,San Diego,CA,2,324-1171,32 40 28,-117 14 26,01S,GPS,NAD83,32.67444,-117.24056,x,65,90,32,California coastal chaparral/sage scrub,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,06-10,5
RBAC,12374,12374U,RBAC,Richardson Bay Audubon C.,P,+,I,Tiburon,Marin,CA,2,375-1222,37 53 41,-122 29 53,01S,GPS,NAD83,37.89472,-122.49806,x,20,93,32,Mixed coastal scrub and oak woodland,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,07-10,4
LHFO,12375,12375U,MONK,Monkeyhead Reveg Site,IB,+,I,Parker,LaPaz,AZ,2,341-1140,34 16 20,-114 07 58,01S,GPS,NAD27,34.27222,-114.13361,x,115,82,33,mesquite bosque,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,07,1
SDCO,12376,12376U,RJEB,Rancho Jamul - burned,S,+,I,Jamul,San Diego,CA,2,323-1165,32 39 57,-116 51 04,01S,-,-,32.66583,-116.85111,-,250,90,32,burned disturbed coastal sage scrub/wetl,X,,x,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,05,1
